Format,OpenLAP Export
Venue,FSAE Skidpad
Vehicle,OUR5
Driver,OpenLap
Device
Comment
Date,14/09/2025
Time,14:24:15
Frequency,50





distance,time,speed_max,elevation,speed,yaw_rate,long_acc,lat_acc,sum_acc,throttle,brake_pres,brake_force,steering,delta,beta,Fz_aero,Fx_aero,Fx_eng,Fx_roll,Fz_mass,Fz_total,wheel_torque,engine_torque,engine_power,engine_speed,gear
distance,time,speed_max,elevation,speed,yaw_rate,long_acc,lat_acc,sum_acc,throttle,brake_pres,brake_force,steering,delta,beta,Fz_aero,Fx_aero,Fx_eng,Fx_roll,Fz_mass,Fz_total,wheel_torque,engine_torque,engine_power,engine_speed,gear
m,s,m/s,m,m/s,rad/s,m/s/s,m/s/s,m/s/s,ratio,Pa,N,deg,deg,deg,N,N,N,N,N,N,N.m,N.m,W,rpm,


-1.000000,0.000000,23.305239,0.000000,23.305239,2.553999,0.000000,59.521553,59.521553,0.127320,0.000000,0.000000,96.068192,9.606819,5.237896,-39.920361,-399.203613,402.382599,-3.179120,-3139.199951,-3179.120361,81.764153,21.160492,10192.985352,4599.922363,1.000000
-0.533895,0.020000,23.305239,0.000000,23.305239,2.553999,0.000000,59.521553,59.521553,0.127320,0.000000,0.000000,96.068192,9.606819,5.237896,-39.920361,-399.203613,402.382599,-3.179120,-3139.199951,-3179.120361,81.764160,21.160496,10192.986328,4599.922363,1.000000
-0.067790,0.040000,23.305239,0.000000,23.305239,2.553999,0.000000,59.521553,59.521553,0.127320,0.000000,0.000000,96.068192,9.606819,5.237896,-39.920361,-399.203613,402.382660,-3.179120,-3139.199951,-3179.120361,81.764160,21.160496,10192.986328,4599.922363,1.000000
0.398314,0.060000,23.305239,0.000000,23.305239,2.553999,-0.000000,59.521553,59.521553,0.127320,0.000000,0.000000,96.068192,9.606819,5.237896,-39.920361,-399.203613,402.382660,-3.179120,-3139.199951,-3179.120361,81.764160,21.160496,10192.986328,4599.922363,1.000000
0.864419,0.080000,23.305239,0.000000,23.305239,2.553999,-0.000000,59.521553,59.521553,0.127320,0.000000,0.000000,96.068192,9.606819,5.237896,-39.920361,-399.203613,402.382690,-3.179120,-3139.199951,-3179.120361,81.764160,21.160500,10192.987305,4599.922363,1.000000
1.330524,0.100000,23.305239,0.000000,23.305239,2.553999,-0.000000,59.521553,59.521553,0.127320,0.000000,0.000000,96.068192,9.606819,5.237896,-39.920361,-399.203613,402.382721,-3.179120,-3139.199951,-3179.120361,81.764168,21.160500,10192.987305,4599.922363,1.000000
